RentID,RentDate,StaffID,LibrarianID,Payment
785,2005-12-31,85,762,Credit
786,1996-02-28,6,1064,Emoney
787,2001-12-30,27,1157,Credit
788,1996-12-27,9,37,Cash
789,2006-09-01,109,152,Credit
790,2009-07-11,51,1626,Cash
791,1999-04-14,77,108,Credit
792,2011-01-27,25,5,Debit
793,1995-06-06,19,1725,Emoney
794,2001-09-29,120,882,Credit
795,2000-04-16,59,473,Debit
796,2009-10-02,125,1164,Emoney
797,2013-11-21,71,959,Debit
798,2018-11-27,199,167,Cash
799,2004-09-14,102,240,Cash
800,2011-12-12,106,130,Cash
801,1995-08-03,187,90,Credit
802,2005-06-28,128,177,Credit
803,1996-02-24,46,1833,Emoney
804,2010-04-17,142,1066,Cash
805,2012-08-14,12,814,Cash
806,2008-08-20,58,1112,Credit
807,2012-03-27,126,1883,Credit
808,2016-03-05,183,1155,Emoney
809,2006-05-19,140,317,Debit
810,1999-04-30,20,431,Credit
811,2010-07-12,70,1204,Emoney
812,1999-07-24,87,691,Emoney
813,2013-08-27,91,1418,Emoney
814,2020-06-04,47,115,Debit
815,2001-12-25,67,1301,Emoney
816,2015-10-20,51,593,Cash
817,2012-10-31,168,937,Cash
818,2016-08-10,61,898,Emoney
819,2003-10-06,135,1812,Cash
820,2019-11-24,45,534,Debit
821,2013-02-23,185,1278,Emoney
822,2020-02-10,138,692,Cash
823,2006-05-03,119,1641,Credit
824,2016-07-15,130,1510,Cash
825,2018-02-06,146,1611,Debit
826,2002-10-28,38,441,Cash
827,2012-03-26,17,306,Emoney
828,2002-07-09,42,1250,Emoney
829,2012-12-06,155,1715,Debit
830,2017-03-16,19,1412,Debit
831,2020-08-15,182,1483,Debit
832,2013-06-07,66,1361,Credit
833,2006-02-07,70,20,Credit
834,2015-07-26,94,307,Debit
835,2002-04-10,15,612,Cash
836,2012-03-04,137,13,Debit
837,2006-04-22,21,485,Credit
838,2006-10-31,37,400,Debit
839,2020-12-15,183,528,Cash
840,2000-11-21,36,1049,Debit
841,1999-10-31,155,1998,Credit
842,1996-03-16,175,1377,Credit
843,2012-02-11,159,760,Credit
844,1995-06-02,180,1771,Credit
845,2018-10-23,117,484,Credit
846,2016-04-28,192,951,Emoney
847,2003-04-22,38,588,Emoney
848,1998-03-24,155,1951,Emoney
849,2020-10-05,74,18,Cash
850,2020-04-16,159,1162,Emoney
851,2014-11-30,127,1229,Cash
852,2016-05-19,21,1165,Credit
853,1998-12-21,180,1412,Debit
854,2001-08-20,144,1102,Emoney
855,2002-12-08,50,1772,Cash
856,2000-06-04,63,1172,Debit
857,2012-07-14,16,1106,Emoney
858,2002-11-15,27,1185,Cash
859,2019-10-07,87,1471,Debit
860,2011-07-23,160,1310,Emoney
861,2017-11-14,3,1237,Credit
862,1999-02-11,7,1017,Credit
863,2016-03-13,118,1041,Credit
864,2010-02-28,143,1146,Cash
865,2013-10-23,6,144,Cash
866,1996-07-16,159,240,Credit
867,2005-10-02,176,962,Emoney
868,2016-03-27,52,880,Credit
869,2012-07-30,24,1882,Cash
870,2016-12-03,148,1652,Emoney
871,2001-05-01,58,538,Credit
872,2013-01-13,160,1018,Debit
873,2009-06-24,96,1235,Emoney
874,2007-07-04,121,529,Credit
875,1998-01-03,64,1409,Emoney
876,2016-04-27,49,512,Debit
877,2018-04-03,80,1583,Emoney
878,2009-12-13,30,1333,Emoney
879,2011-03-18,190,1866,Cash
880,2012-01-11,61,1164,Credit
881,1996-09-26,169,1040,Cash
882,2005-12-13,93,1518,Emoney
883,2002-10-11,26,393,Cash
884,2009-08-12,154,1693,Debit
885,1997-02-16,180,1064,Debit
886,1998-11-19,69,1615,Credit
887,2017-03-25,53,186,Cash
888,2007-09-21,120,904,Debit
889,2005-05-29,70,1774,Emoney
890,2016-04-24,132,1647,Debit
891,2013-03-15,48,696,Debit
892,1997-01-08,158,1420,Cash
893,2003-03-07,88,380,Debit
894,2001-10-08,171,439,Credit
895,2000-07-03,25,1929,Debit
896,2005-10-29,175,251,Emoney
897,2020-10-05,51,1436,Cash
898,2004-02-28,193,971,Debit
899,2004-10-09,46,1843,Credit
900,2015-04-24,135,16,Cash
901,2006-07-21,66,963,Credit
902,2008-02-20,190,1704,Cash
903,2004-08-31,53,522,Credit
904,2004-04-02,23,1635,Emoney
905,2017-04-28,154,1037,Debit
906,2008-04-16,120,12,Credit
907,1998-01-23,13,1926,Debit
908,2012-08-12,179,1548,Cash
909,2011-08-17,46,482,Debit
910,2005-11-23,104,1666,Cash
911,2001-11-12,91,369,Cash
912,2018-01-02,75,1079,Emoney
913,2007-07-12,115,1472,Cash
914,2016-05-12,54,683,Emoney
915,2018-12-29,81,11,Credit
916,2012-12-18,8,806,Emoney
917,2012-09-05,1,1616,Cash
918,2007-02-11,174,713,Credit
919,2016-02-14,163,1897,Emoney
920,2020-04-22,189,1771,Credit
921,2018-02-07,25,1683,Emoney
922,2014-06-30,106,1835,Debit
923,2000-05-16,5,976,Debit
924,2019-02-26,1,1236,Cash
925,2013-10-11,43,626,Cash
926,2019-06-07,105,942,Cash
927,2016-12-25,162,888,Cash
928,2006-10-24,77,317,Credit
929,2010-05-03,83,251,Debit
930,2003-01-11,187,1865,Credit
931,2019-07-04,62,1790,Credit
932,2007-12-03,101,93,Debit
933,2012-03-09,79,749,Emoney
934,2019-05-20,168,1671,Cash
935,2004-05-30,63,208,Cash
936,1997-07-09,26,468,Emoney
937,2015-06-09,191,720,Debit
938,2013-07-26,14,1115,Credit
939,2003-02-12,25,355,Cash
940,1995-03-08,126,1194,Debit
941,2018-04-06,131,377,Emoney
942,2014-07-22,149,341,Credit
943,1998-12-12,145,1416,Credit
944,2007-10-01,182,86,Debit
945,2000-03-04,162,940,Credit
946,2013-11-30,175,1153,Emoney
947,2008-08-02,78,753,Credit
948,2006-09-17,72,913,Debit
949,2000-01-16,82,1340,Emoney
950,1999-06-29,44,1332,Debit
951,2009-01-07,150,391,Debit
952,2010-04-09,111,1508,Cash
953,2011-06-07,145,1714,Credit
954,2020-10-25,77,453,Emoney
955,2003-03-17,197,811,Debit
956,2007-03-08,180,1433,Credit
957,2012-05-07,6,1184,Credit
958,2006-05-17,183,378,Cash
959,2016-10-23,187,1310,Debit
960,2019-11-30,85,157,Cash
961,2004-04-11,180,1210,Debit
962,2011-09-29,105,1593,Debit
963,2016-01-31,133,1858,Credit
964,2010-10-11,67,1309,Debit
965,2009-09-16,148,1235,Credit
966,2001-11-25,122,1639,Debit
967,2011-04-25,153,241,Debit
968,2006-12-06,163,1655,Cash
969,2005-03-31,165,1362,Debit
970,2012-08-23,160,464,Debit
971,1998-09-07,29,1042,Emoney
972,2019-11-22,185,398,Debit
973,1998-01-25,61,1308,Credit
974,1997-05-22,129,1401,Cash
975,1998-08-02,157,379,Credit
976,2005-12-21,29,1697,Credit
977,2019-09-15,174,1074,Cash
978,1995-03-01,86,1476,Emoney
979,2005-01-08,102,1331,Emoney
980,2006-03-28,139,1486,Credit
981,2012-01-17,141,71,Credit
982,2018-11-23,80,1866,Debit
983,2015-12-15,53,1835,Debit
984,2009-08-22,145,1651,Cash
985,2014-05-10,197,1029,Emoney
986,2012-06-07,162,989,Credit
987,2008-01-06,172,1221,Cash
988,1999-08-11,195,1426,Emoney
989,2011-10-06,34,575,Credit
990,2020-11-17,182,188,Credit
991,2020-04-08,188,1953,Cash
992,2004-11-21,18,643,Cash
993,2006-02-17,41,984,Credit
994,2014-10-23,153,1148,Cash
995,2004-07-13,46,1592,Cash
996,1996-05-20,75,60,Credit
997,2003-11-10,115,1013,Cash
998,2007-04-26,133,209,Debit
999,2012-04-05,124,1643,Cash
1000,2007-02-18,76,661,Emoney
1001,2018-06-08,22,209,Credit
1002,2002-02-22,12,1634,Emoney
1003,2008-01-23,170,1147,Cash
1004,2006-11-15,83,1822,Credit
1005,2017-06-08,146,1373,Debit
1006,1998-05-08,53,1677,Emoney
1007,2002-02-17,185,547,Cash
1008,1998-08-25,63,1674,Credit
1009,2008-08-14,88,1273,Credit
1010,2006-01-06,110,1520,Debit
1011,2013-10-19,187,625,Cash
1012,2000-03-05,152,992,Cash
1013,1995-11-21,51,4,Debit
1014,1999-12-01,48,56,Debit
1015,2000-04-06,21,234,Debit
1016,2009-09-07,18,600,Credit
1017,2002-07-25,33,539,Emoney
1018,1997-11-28,18,1773,Debit
1019,1998-07-28,90,1654,Emoney
1020,1995-02-03,189,1369,Credit
1021,2002-08-16,84,1787,Cash
1022,2012-05-25,178,1942,Debit
1023,2000-07-17,99,739,Emoney
1024,2009-07-27,172,1500,Credit
1025,2020-04-16,51,923,Debit
1026,2018-04-21,133,125,Cash
1027,2003-09-12,35,1208,Credit
1028,2001-10-23,103,1565,Cash
1029,2006-03-15,195,1258,Emoney
1030,2003-05-15,9,1715,Cash
1031,1995-05-25,90,1970,Debit
1032,1998-06-10,102,649,Emoney
1033,2001-04-15,26,949,Credit
1034,2018-03-22,134,578,Debit
1035,2014-01-22,6,1212,Cash
1036,2015-01-19,150,1284,Credit
1037,1995-03-01,65,1822,Debit
1038,2000-02-13,186,1124,Cash
1039,2015-09-19,66,93,Emoney
1040,1996-11-02,143,1912,Cash
1041,2008-03-03,81,1978,Debit
1042,2007-05-04,162,320,Emoney
1043,2018-06-25,197,1276,Emoney
1044,1996-01-19,44,2,Cash
1045,2008-05-31,72,1263,Credit
1046,2019-02-20,192,1403,Credit
1047,2002-10-18,135,1220,Credit
1048,2004-04-09,145,1979,Credit
1049,2013-10-15,152,839,Cash
1050,2013-04-23,50,1967,Cash
1051,1999-01-17,48,1924,Credit
1052,1996-02-09,15,324,Credit
1053,1998-06-08,113,936,Credit
1054,2011-02-22,57,1098,Cash
1055,2002-01-11,13,349,Emoney
1056,2018-12-23,26,1779,Credit
1057,2004-09-11,40,1185,Credit
1058,1999-12-14,139,1763,Debit
1059,2005-09-17,57,1328,Credit
1060,2007-02-22,133,345,Credit
1061,2015-03-15,55,1405,Emoney
1062,1995-09-11,191,1554,Emoney
1063,2010-08-15,112,1272,Emoney
1064,2015-03-14,110,86,Emoney
1065,2018-11-07,46,980,Emoney
1066,1997-08-04,96,1013,Emoney
1067,1998-02-14,6,832,Emoney
1068,1999-02-11,79,180,Debit
1069,2012-04-14,16,1483,Cash
1070,2003-10-25,46,511,Cash
1071,2007-01-14,16,1095,Credit
1072,2008-07-12,118,1781,Cash
1073,2013-10-26,41,227,Cash
1074,2004-05-23,83,1246,Cash
1075,1996-01-29,187,150,Cash
1076,1995-10-28,4,212,Cash
1077,2004-08-27,87,1862,Debit
1078,2014-09-26,41,349,Credit
1079,2012-01-12,176,252,Debit
1080,1997-05-13,145,1972,Credit
1081,2019-09-09,55,24,Credit
1082,1995-01-17,131,734,Cash
1083,2012-12-15,9,1105,Credit
1084,2003-01-17,187,939,Debit
1085,2007-10-08,80,366,Cash
1086,1995-04-01,110,1432,Credit
1087,1998-09-23,80,851,Cash
1088,2020-12-02,151,948,Debit
1089,2003-06-16,10,1350,Debit
1090,2002-12-19,118,922,Cash
1091,2008-01-14,81,1539,Credit
1092,2006-06-29,125,645,Emoney
1093,2001-01-06,103,829,Credit
1094,1998-09-17,99,480,Debit
1095,2003-04-10,174,1797,Debit
1096,2005-02-06,84,1545,Credit
1097,1996-08-23,152,94,Cash
1098,2016-04-25,109,479,Emoney
1099,2013-04-04,200,530,Emoney
1100,2019-06-01,200,577,Credit
1101,2006-07-05,187,1949,Credit
1102,2005-03-15,8,9,Emoney
1103,2006-03-22,6,597,Debit
1104,2003-05-29,41,284,Debit
1105,1998-01-23,91,632,Credit
1106,2010-08-04,188,509,Cash
1107,2000-12-16,31,97,Debit
1108,1997-11-04,21,1017,Debit
1109,2009-07-11,67,576,Emoney
1110,2020-10-16,199,1053,Cash
1111,2016-04-05,138,1078,Credit
1112,1999-05-07,80,694,Credit
1113,2006-04-19,134,469,Cash
1114,2002-11-24,35,1246,Emoney
1115,1997-08-25,4,1062,Debit
1116,2015-06-15,123,484,Debit
1117,1999-09-09,6,712,Credit
1118,2017-06-13,121,286,Debit
1119,1998-01-09,52,551,Cash
1120,2005-11-12,13,461,Cash
1121,2007-08-11,74,1334,Cash
1122,2003-08-07,117,224,Credit
1123,2010-07-09,132,1919,Cash
1124,2011-06-15,121,1294,Emoney
1125,1996-10-19,119,1201,Credit
1126,2002-08-13,154,1573,Debit
1127,2002-02-18,167,283,Emoney
1128,2017-10-09,73,714,Emoney
1129,2008-12-16,65,1946,Debit
1130,1995-02-20,172,1009,Emoney
1131,2002-05-16,66,687,Credit
1132,2009-03-27,67,1779,Debit
1133,1998-01-17,141,1655,Credit
1134,1996-05-09,150,1035,Credit
1135,2016-06-02,48,1690,Emoney
1136,2015-11-24,45,1739,Emoney
1137,2016-04-10,86,9,Debit
1138,2002-12-07,123,516,Cash
1139,2010-07-14,126,820,Debit
1140,2013-04-14,110,733,Credit
1141,2000-10-25,40,1230,Debit
1142,2019-07-12,124,1194,Emoney
1143,2006-01-15,161,178,Cash
1144,1996-05-16,83,480,Emoney
1145,2009-11-12,120,219,Credit
1146,1999-06-19,52,1051,Credit
1147,2007-04-06,78,1322,Credit
1148,2004-04-11,15,882,Cash
1149,1999-06-13,192,1747,Emoney
1150,2015-04-25,74,90,Debit
1151,1998-08-24,113,1224,Emoney
1152,2018-04-10,173,842,Emoney
1153,2014-02-06,42,1661,Emoney
1154,2002-04-03,88,803,Emoney
1155,1996-04-07,112,430,Credit
1156,2017-05-27,61,1082,Credit
1157,2002-10-19,191,1461,Credit
1158,1998-11-12,52,1216,Cash
1159,1996-08-06,80,1158,Credit
1160,2019-05-18,72,1034,Debit
1161,1999-05-08,163,379,Credit
1162,1997-06-16,67,1308,Debit
1163,2001-03-10,107,403,Debit
1164,2004-10-28,79,250,Credit
1165,1995-12-02,13,173,Cash
1166,2019-07-17,92,763,Debit
1167,2000-04-28,34,156,Credit
1168,2016-06-01,101,631,Cash
1169,1999-08-22,47,1688,Cash
1170,2006-08-25,116,559,Credit
1171,1996-01-04,78,1149,Debit
1172,2020-12-23,47,1423,Debit
1173,2013-08-26,16,247,Cash
1174,1997-07-15,191,5,Debit
1175,2018-06-06,181,88,Cash
1176,2016-04-24,187,521,Emoney
1177,2004-03-06,6,388,Cash
1178,2005-07-23,169,1053,Credit
1179,1998-11-15,143,1755,Cash
1180,2019-11-10,28,221,Cash
1181,2006-10-11,51,96,Emoney
1182,1997-02-07,142,218,Cash
1183,2003-06-28,58,1596,Emoney
1184,2006-07-29,155,1597,Credit
1185,2000-04-06,54,176,Debit
1186,2008-12-07,73,1799,Cash
1187,2001-04-29,146,419,Emoney
1188,2017-01-20,175,270,Cash
1189,2004-04-02,136,499,Cash
1190,2015-05-26,44,445,Cash
1191,2016-09-01,6,1204,Credit
1192,1998-12-11,161,863,Debit
1193,1996-08-12,66,1279,Debit
1194,2004-10-27,44,318,Emoney
1195,2005-12-22,119,1034,Cash
1196,2011-09-27,42,977,Credit
1197,2019-07-15,101,1460,Credit
1198,1997-04-02,117,294,Credit
1199,1996-01-08,124,1040,Emoney
1200,2011-07-09,161,441,Debit
1201,2019-03-14,54,123,Emoney
1202,1997-07-16,145,808,Debit
1203,2004-01-07,184,1801,Emoney
1204,2002-07-09,23,1350,Emoney
1205,2014-10-30,181,647,Cash
1206,2001-08-20,168,1232,Debit
1207,1999-02-02,120,1416,Cash
1208,2006-01-25,65,1303,Credit
1209,2010-08-04,167,457,Credit
1210,2008-05-15,35,583,Cash
1211,2013-12-09,5,1740,Cash
1212,2004-02-05,156,708,Emoney
1213,2001-02-02,28,816,Credit
1214,2017-06-11,182,1261,Emoney
1215,1999-09-17,91,521,Debit
1216,2014-10-26,57,936,Emoney
1217,2006-12-31,29,708,Debit
1218,2014-12-25,164,1903,Credit
1219,2010-12-08,126,123,Cash
1220,2019-12-25,64,638,Debit
1221,1996-12-31,19,1438,Cash
1222,2000-04-15,84,1263,Credit
1223,2010-09-26,99,1592,Credit
1224,1998-05-08,107,194,Debit
1225,2018-04-17,173,1856,Credit
1226,2015-11-10,186,1327,Debit
1227,1998-02-03,16,1831,Cash
1228,2006-01-29,88,1900,Cash
1229,2004-09-19,38,1544,Credit
1230,2001-03-15,158,866,Debit
1231,2004-07-24,151,521,Credit
1232,2011-07-26,190,1752,Credit
1233,2015-04-15,88,252,Cash
1234,2016-01-27,67,857,Cash
1235,2011-04-27,69,1744,Debit
1236,1997-01-16,84,1459,Emoney
1237,2006-07-20,133,728,Credit
1238,1997-10-27,191,379,Debit
1239,2004-12-17,99,1558,Credit
1240,2009-02-21,192,1269,Debit
1241,1995-04-26,159,1059,Cash
1242,1999-05-26,14,1187,Cash
1243,1995-02-20,130,1784,Debit
1244,2019-09-26,173,100,Credit
1245,2010-07-08,92,391,Cash
1246,1999-04-05,111,382,Debit
1247,2016-05-17,137,482,Emoney
1248,2002-11-17,145,582,Credit
1249,2013-12-30,23,1815,Credit
1250,2013-04-22,13,1547,Credit
1251,2006-08-26,20,1049,Emoney
1252,2009-11-24,9,1112,Debit
1253,2020-02-02,45,313,Emoney
1254,1998-10-18,76,1105,Debit
1255,2007-03-23,94,1407,Debit
1256,2005-05-15,183,1037,Cash
1257,2014-07-28,33,840,Cash
1258,2004-10-13,82,1537,Debit
1259,2013-08-01,27,1270,Cash
1260,2013-11-13,101,1282,Debit
1261,2002-01-08,144,1473,Emoney
1262,2005-08-27,132,1023,Credit
1263,2014-06-04,167,6,Credit
1264,2016-02-02,37,1449,Debit
1265,2015-03-09,200,863,Emoney
1266,1995-01-09,167,366,Emoney
1267,2017-11-02,7,1342,Credit
1268,1995-07-10,60,495,Debit
1269,2019-09-03,148,375,Cash
1270,2007-06-21,122,1736,Cash
1271,2013-05-01,185,574,Cash
1272,2010-07-05,83,401,Credit
1273,1995-11-08,11,1961,Credit
1274,2011-05-22,150,1352,Cash
1275,2009-11-19,1,1194,Debit
1276,1996-07-21,167,491,Cash
1277,1998-08-26,143,198,Credit
1278,1997-12-23,87,951,Cash
1279,2019-10-16,141,1376,Credit
1280,2016-08-02,120,27,Cash
1281,2015-10-16,76,1816,Credit
1282,1995-10-25,187,331,Emoney
1283,1998-07-15,187,1200,Cash
1284,1999-09-22,19,943,Emoney
1285,2008-01-28,48,9,Debit
1286,2015-08-16,57,1593,Debit
1287,2009-02-27,80,1460,Emoney
1288,2003-04-25,191,739,Emoney
1289,2004-06-08,174,351,Emoney
1290,2012-01-19,91,1521,Credit
1291,1995-08-12,89,1215,Cash
1292,2014-10-09,99,1534,Emoney
1293,2003-10-28,17,109,Cash
1294,2012-06-20,88,1257,Emoney
1295,1996-08-23,103,125,Credit
1296,2002-01-01,138,759,Emoney
1297,2008-02-07,6,1627,Cash
1298,2001-10-25,127,1134,Emoney
1299,2006-06-01,111,1762,Credit
1300,2014-04-08,130,143,Debit
1301,2017-04-21,187,518,Credit
1302,2000-03-11,7,1742,Emoney
1303,2020-01-22,174,330,Emoney
1304,2016-05-06,9,295,Emoney
1305,2014-07-28,130,368,Debit
1306,2005-09-13,47,1695,Debit
1307,1995-12-27,195,1687,Emoney
1308,2012-06-22,110,1285,Emoney
1309,2006-12-08,166,703,Credit
1310,2007-10-05,61,646,Cash
1311,2010-04-04,3,701,Debit
1312,2016-05-14,75,1005,Emoney
1313,1997-10-17,28,1184,Emoney
1314,2015-01-08,130,1128,Credit
1315,2012-03-10,88,556,Debit
1316,2018-08-05,45,836,Cash
1317,1996-03-17,60,1258,Debit
1318,2010-01-19,149,428,Credit
1319,2020-01-14,173,1756,Credit
1320,2010-08-06,73,1477,Emoney
1321,2009-05-14,79,1864,Debit
1322,1995-07-19,155,870,Emoney
1323,2010-10-08,87,1165,Credit
1324,2008-07-11,175,573,Credit
1325,2003-03-25,97,964,Debit
1326,2005-08-10,120,1596,Credit
1327,2018-03-31,175,181,Cash
1328,2017-11-19,8,1194,Cash
1329,1997-01-29,54,1621,Credit
1330,1998-03-19,175,807,Cash
1331,2001-08-06,142,59,Cash
1332,2015-05-25,109,516,Credit
1333,2017-08-22,180,852,Cash
1334,2013-05-13,179,487,Debit
1335,2017-01-23,167,1995,Cash
1336,2019-07-10,88,1635,Emoney
1337,1999-12-08,70,1892,Cash
1338,2007-02-15,126,1759,Emoney
1339,2016-09-18,185,459,Debit
1340,1996-01-04,158,1059,Debit
1341,2020-08-08,23,697,Cash
1342,2016-10-29,92,1968,Cash
1343,2001-07-29,175,1399,Credit
1344,2012-10-31,61,1693,Debit
1345,2017-02-17,27,453,Credit
1346,2010-11-03,75,405,Credit
1347,2011-05-23,87,1267,Cash
1348,2002-08-26,66,477,Cash
1349,2000-01-26,65,421,Debit
1350,2003-04-24,92,87,Debit
1351,2008-03-29,13,836,Credit
1352,2008-06-10,160,1750,Cash
1353,1998-03-29,88,1335,Emoney
1354,2014-03-22,190,975,Cash
1355,2018-07-07,24,1441,Cash
1356,2019-11-14,79,1355,Debit
1357,1998-11-11,20,1392,Credit
1358,2008-09-26,89,1947,Emoney
1359,2004-03-24,31,1065,Debit
1360,1998-02-03,127,1719,Cash
1361,2007-05-23,21,692,Credit
1362,1997-04-11,50,60,Cash
1363,2010-02-08,3,198,Debit
1364,1999-10-13,191,1591,Credit
1365,1995-02-19,42,359,Emoney
1366,2019-12-24,42,925,Credit
1367,2006-06-21,45,1601,Emoney
1368,2001-12-29,64,518,Debit
1369,2000-07-05,145,1234,Emoney
1370,1996-07-11,104,189,Debit
1371,1996-09-18,52,1141,Cash
1372,2004-03-27,96,160,Cash
1373,2003-03-23,99,278,Emoney
1374,2002-04-17,13,618,Emoney
1375,2001-06-15,64,1761,Emoney
1376,2010-09-16,83,739,Cash
1377,1999-02-25,190,435,Emoney
1378,2009-02-09,74,1085,Debit
1379,2010-09-02,186,169,Cash
1380,2007-04-05,70,342,Credit
1381,2017-05-10,149,47,Cash
1382,1999-03-17,125,318,Emoney
1383,2013-01-01,179,1663,Debit
1384,1998-10-09,118,756,Emoney
1385,1997-09-06,118,193,Credit
1386,2008-07-17,171,772,Cash
1387,2005-12-29,146,1152,Cash
1388,2001-07-06,89,38,Cash
1389,2010-09-02,165,761,Emoney
1390,2015-10-17,123,432,Emoney
1391,2005-12-07,23,1953,Debit
1392,2005-06-19,32,1101,Debit
1393,2008-02-26,170,1100,Debit
1394,2003-04-03,43,1608,Emoney
1395,2011-06-17,97,727,Debit
1396,2007-01-17,147,720,Emoney
1397,2011-12-12,104,1429,Cash
1398,2016-06-02,42,1920,Cash
1399,2019-09-23,78,467,Credit
1400,2019-11-17,41,4,Cash
1401,2000-03-07,102,1954,Cash
1402,2007-06-08,186,930,Emoney
1403,2001-12-01,50,1128,Cash
1404,2008-06-26,187,1218,Debit
1405,2003-11-25,128,639,Emoney
1406,2016-03-25,58,454,Credit
1407,2013-06-30,72,383,Debit
1408,2004-06-11,162,1677,Emoney
1409,2012-09-10,92,928,Credit
1410,2001-04-29,105,1941,Debit
1411,2010-08-23,145,1015,Credit
1412,2014-01-01,193,68,Credit
1413,2010-11-08,136,379,Credit
1414,2000-01-06,158,195,Debit
1415,2009-03-16,171,1976,Debit
1416,2017-10-03,159,21,Emoney
1417,2013-02-26,102,417,Emoney
1418,2018-02-13,143,524,Credit
1419,2011-12-15,91,849,Credit
1420,1999-02-01,133,847,Credit
1421,2019-03-26,43,1214,Emoney
1422,2010-07-23,80,923,Cash
1423,2020-12-23,25,141,Debit
1424,2019-01-23,55,1404,Credit
1425,2020-11-18,177,567,Credit
1426,2002-01-18,159,1098,Credit
1427,2010-12-28,107,566,Emoney
1428,2001-06-03,151,177,Cash
1429,2005-08-03,62,1980,Credit
1430,1997-09-18,140,405,Cash
1431,2011-01-29,74,1269,Credit
1432,2002-07-31,199,1731,Emoney
1433,2001-08-30,83,1396,Credit
1434,2016-10-13,162,1823,Cash
1435,2014-06-13,165,1693,Emoney
1436,2003-10-15,174,380,Debit
1437,2000-09-01,12,262,Debit
1438,1997-12-29,109,193,Emoney
1439,1998-08-14,47,1033,Emoney
1440,1999-09-22,153,1760,Cash
1441,1996-04-03,92,1518,Cash
1442,2010-02-23,151,161,Cash
1443,2010-02-07,173,1305,Credit
1444,1997-06-08,106,1546,Emoney
1445,1999-11-11,127,619,Cash
1446,1998-08-22,97,1566,Credit
1447,2004-05-17,90,762,Credit
1448,2008-10-10,68,1428,Debit
1449,2010-08-01,147,75,Credit
1450,2002-07-11,170,140,Cash
1451,2002-05-03,114,1593,Emoney
1452,2013-07-05,46,1283,Credit
1453,2010-11-08,10,1888,Emoney
1454,1999-04-24,130,1972,Cash
1455,2015-02-07,18,1979,Emoney
1456,2016-12-12,42,1852,Credit
1457,2011-01-08,7,897,Credit
1458,2007-07-18,102,1064,Debit
1459,2015-03-08,172,1722,Cash
1460,2015-04-20,53,1457,Credit
1461,2012-02-17,134,1142,Debit
1462,2010-05-28,60,711,Cash
1463,2019-04-21,115,451,Cash
1464,1998-02-18,11,987,Debit
1465,1997-12-08,102,1820,Credit
1466,2017-08-27,189,650,Debit
1467,2018-09-07,165,792,Debit
1468,2002-11-20,166,411,Debit
1469,2006-06-19,110,1818,Debit
1470,2011-08-23,28,53,Debit
1471,2011-10-20,123,1613,Cash
1472,2010-08-22,109,652,Credit
1473,1997-12-19,77,231,Cash
1474,2001-01-06,63,1664,Debit
1475,1997-02-16,82,472,Debit
1476,1995-02-20,83,580,Debit
1477,1999-06-16,86,726,Emoney
1478,2007-12-01,153,23,Emoney
1479,2017-04-17,23,1385,Debit
1480,2014-10-24,134,1697,Credit
1481,1999-12-08,20,504,Credit
1482,2017-02-08,145,1974,Cash
1483,2010-10-01,125,680,Debit
1484,2013-05-16,55,355,Debit
1485,1997-09-02,87,1320,Credit
1486,2011-02-25,100,422,Debit
1487,1997-07-09,105,11,Emoney
1488,2008-08-26,103,589,Credit
1489,2020-06-06,165,701,Emoney
1490,2000-07-23,184,298,Debit
1491,1999-01-06,49,1838,Emoney
1492,2013-05-08,129,1297,Credit
1493,1995-07-12,37,1615,Cash
1494,1997-08-16,2,591,Emoney
1495,2014-04-13,25,1990,Debit
1496,2006-10-31,181,1680,Cash
1497,1999-01-03,111,1326,Emoney
1498,1995-06-01,20,681,Credit
1499,2016-09-26,115,32,Debit
1500,2005-09-14,92,999,Debit
1501,2010-02-01,2,1168,Emoney
1502,2011-07-06,81,866,Cash
1503,2010-09-12,193,85,Credit
1504,2016-03-26,165,848,Cash
1505,2006-12-30,86,1748,Credit
1506,2012-12-15,83,132,Debit
1507,1996-01-17,88,1624,Debit
1508,2018-02-17,124,989,Emoney
1509,2020-03-09,148,1722,Credit
1510,2012-05-27,79,1648,Credit
1511,2002-08-26,68,335,Credit
1512,1999-10-09,167,1579,Debit
1513,1996-05-02,116,319,Debit
1514,2017-05-12,20,522,Cash
1515,1998-11-13,2,1709,Credit
1516,2016-12-13,139,327,Debit
1517,2006-05-12,155,812,Debit
1518,2010-11-09,78,244,Debit
1519,2014-10-23,98,1676,Cash
1520,2004-03-13,153,1638,Credit
1521,1997-05-13,80,561,Credit
1522,2016-06-26,200,1060,Emoney
1523,1998-07-18,176,1683,Debit
1524,2009-03-05,66,667,Emoney
1525,2001-11-02,114,373,Emoney
1526,2018-05-09,36,207,Emoney
1527,2007-11-03,13,1228,Emoney
1528,2015-09-03,143,210,Emoney
1529,1995-08-24,9,1653,Credit
1530,2005-04-07,130,596,Debit
1531,1998-01-09,44,106,Credit
1532,2000-04-19,50,1804,Credit
1533,2008-02-08,51,757,Emoney
1534,2000-10-08,33,234,Credit
1535,1998-11-30,179,1671,Cash
1536,2006-05-31,38,395,Credit
1537,1997-11-02,184,897,Cash
1538,1999-10-02,41,1509,Cash
1539,2003-02-17,138,915,Credit
1540,1999-08-26,60,690,Emoney
1541,2009-12-24,157,1063,Cash
